Machine_speed,Machine_state,M12_ENZYME_FLOW,M12_STABILIZER_FLOW,M12_TEMPERATURE,M12_WATER_NR,M12_WETTING_AGENT_FLOW,M18_TEMPERATURE,M19_RESERVE_NR,M19_STABILIZER_FLOW,M19_TEMPERATURE,M19_WETTING_AGENT_FLOW
46.97333527,0,2.55472815,2.058430334,54.33995501,950497,3.070223212,98.14616776,10744,1.814257582,57.9786485,2.08036083
46.97333527,0,2.547430134,1.978514361,54.27574031,950520.4,2.984246397,98.31365712,10744.2,1.685899043,57.99780655,1.746987844
46.97333527,0,2.515099804,2.012510478,54.65826874,950558,2.995224595,98.5451416,10745,1.52321142,57.78811798,1.569080353
46.97333527,0,2.482857505,1.981740693,54.86037699,950582.1667,2.989616275,98.78691101,10745.33333,1.522986293,57.76718903,1.64276576
46.97333527,0,2.527585387,2.031676312,55.08586947,950607.2,3.00059851,99.02596919,10746,1.488755226,57.67545509,1.764706898
46.97333527,0,2.502865505,1.990937352,55.13252182,950646.1667,2.999027491,99.14644623,10746.16667,1.50855583,57.63480682,1.754285415
46.97333527,0,2.497814536,2.035437723,55.02029546,950670.8333,3.002680659,99.23835754,10747,1.519099275,57.63140996,1.634646932
46.97333527,0,2.501240611,1.98818624,55.34835752,950719.8333,3.001157681,99.2401975,10747.33333,1.484640658,57.67523511,1.581958512
46.97333527,0,2.499585295,1.959474993,54.99343109,950733,2.996796083,99.10465113,10748,1.500617027,57.70327301,1.538946533
46.97333527,0,2.499982278,2.023666581,55.24453354,950758.6667,3.000536362,98.96618958,10748.16667,1.51464808,57.70432154,1.536469638
46.97333527,0,2.5039018,1.992233634,55.18177287,950793.1667,2.996562203,98.74180857,10749,1.50496163,57.68153191,1.537036538
46.97333527,0,2.499022643,1.969448189,54.9164842,950814.8,3.003390908,98.58353424,10749.2,1.487578773,57.69781367,1.521996164
46.97333527,0,2.500760746,2.018388844,55.10804214,950848.3333,2.991244364,98.35237885,10750,1.510363718,57.67476883,1.550346633
46.97333527,0,2.442924579,2.014630477,54.89071147,950869.3333,2.999093771,98.06992722,10750.33333,1.51803271,57.58238029,1.536280433
46.97333527,0,2.518026511,2.001407544,55.03794797,950905.1667,2.995969375,97.96533712,10751,1.488266945,57.47678121,1.538721204
46.97333527,0,2.509371138,2.024155617,54.93788083,950928.2,2.998454618,97.76281738,10751.2,1.501595616,57.55296135,1.506021333
46.97333527,0,2.515136202,1.992194394,54.91967545,950953.5,3.000490983,97.67282104,10752,1.5160079,57.53270874,1.526112119
46.97333527,0,2.502058427,1.940196713,54.96440506,950992.3333,2.996011257,97.616436,10752.33333,1.514783243,57.51506233,1.536235491
46.97333527,0,2.489958405,2.008854032,54.80981572,951011.6,3.001598398,97.59604518,10753,1.489632821,57.47599475,1.515301804
46.97333527,0,2.50265398,2.042519474,55.04884796,951049.5,2.991754103,97.54132538,10753.33333,1.506508728,57.41991196,1.509303617
46.97333527,0,2.49111414,2.012020091,54.80829811,951072,2.994696379,97.58363469,10754,1.516953588,57.40199025,1.526633978
46.97333527,0,2.500712434,1.998549819,54.99770737,951106.3333,2.994659305,97.60069911,10754.33333,1.489051282,57.38972092,1.527658264
46.97333527,0,2.495746183,1.990309358,55.01045036,951125.6,2.993410301,97.61179352,10755,1.499363422,57.43603388,1.485976863
46.97333527,0,2.503003875,1.992399037,55.12919617,951137.8333,2.998345017,97.70130005,10755.33333,1.515066306,57.40004272,1.504518648
46.97333527,0,2.503588915,1.996519665,55.40493902,951176.1667,2.99493142,97.84467443,10756,1.519526045,57.41879145,1.521025717
46.97333527,0,2.500074863,2.016830226,55.05658023,951192.8333,2.998583674,97.86611938,10756.2,1.491764605,57.41388194,1.499807696
46.97333527,0,2.491271067,2.01898818,55.17851766,951229.2,2.992310953,97.90948029,10757,1.50685699,57.42656555,1.496584296
46.97333527,0,2.505509973,2.001857499,54.82348709,951249.1667,3.000473738,98.00135167,10757.33333,1.515177131,57.42745972,1.528979619
55.98666763,0,2.445131461,1.909320951,54.88639641,951303.5,2.631336729,98.08165995,10758,1.280849914,57.41234779,1.417008221
65,0,2.496997166,1.968323636,54.52458318,951425.8,2.399382067,97.98057429,10758.6,1.446716833,56.87405459,1.387767982
65,0,2.499435862,1.989256859,54.08110504,951503.5,2.573736827,97.67640533,10759.16667,1.51504459,56.87041855,1.449850937
65,0,2.501046419,2.025449196,53.88189697,951566.3333,2.641824643,97.09944534,10760,1.486414035,57.02300262,1.482427657
59.55111821,0,2.496062557,1.943716943,54.3754425,951602.8333,2.588209112,96.52910741,10760.66667,1.668861667,57.36408552,1.584919453
65,0,2.495487404,2.024488783,55.56947835,951663,2.438569593,96.29214605,10761.2,1.511619353,57.44000816,1.465121818
65,0,2.499389211,1.980844418,56.4327446,951706,2.560484449,96.29999542,10762,1.508841515,57.36480103,1.48400708
65,0,2.502225558,2.009895305,56.7245121,951747.6667,2.748008768,96.40616481,10762.66667,1.490574916,57.49370511,1.495271901
65,0,2.500911236,2.001044194,56.41357231,951798.8,2.903910041,96.50800832,10763.2,1.507431173,57.58613586,1.498443651
65,0,2.498612642,2.009677649,55.45266418,951834.8333,2.81532135,96.64058533,10764,1.514720241,57.87055664,1.498632749
65,0,2.499527176,2.001467327,54.60513496,951888.8333,2.767885009,96.80001704,10764.83333,1.482301752,57.96464984,1.502598087
65,0,2.499521335,1.997158647,54.08589172,951923.6,2.744494081,97.10423915,10765.2,1.499793132,58.0320975,1.502004703
65,0,2.49990778,1.995073462,54.05239105,951980.8333,2.756749105,97.33904877,10766,1.516637921,58.22943497,1.502495599
65,0,2.49804318,2.019670129,54.03873507,952024.5,2.742234866,97.67268244,10766.83333,1.48868533,58.34961001,1.502104203
65,0,2.500023484,2.016005675,54.12516785,952081,2.692226171,97.87123744,10767.5,1.496538699,58.497811,1.501982252
65,0,2.501091957,1.967401934,54.90048726,952141.8,2.66473527,98.09407171,10768,1.509113073,58.67249298,1.506405091
65,0,2.500046055,2.020457804,55.74544525,952181.6667,2.71397992,98.24628448,10768.83333,1.514349858,58.74627228,1.500969609
65,0,2.500856996,1.982919017,56.47472509,952248.8333,2.792683363,98.4781456,10769.5,1.483008802,58.72358449,1.49465706
65,0,2.49989748,2.021826943,56.45650736,952293.6667,2.800550659,98.61186345,10770.16667,1.501007001,58.77786954,1.493305802
65,0,2.502582645,2.013193893,55.77046267,952346.2,2.822495604,98.71823883,10771,1.511537647,58.77957001,1.501324129
65,0,2.500550628,1.966821591,55.06206131,952389.6667,2.815711896,98.74997711,10771.5,1.492709041,58.87231509,1.501215955
5.066666603,1,0,0,54.7197787,952428,0,98.61065292,10772,0,58.89461708,0
21.44443178,1,0.984796007,0.661794973,55.46762911,952428,1.235470116,98.85640589,10772,1.875802994,58.44720268,5.60E-05
64.54932175,0,2.438595152,1.98872571,54.83017197,952475.6667,2.606202412,99.71639862,10772.33333,1.554365695,58.72154617,1.397046487
65,0,2.504435142,1.95683974,53.95901807,952580.5,2.858296673,100.2593129,10773,1.480297069,58.72439512,1.43423756
65,0,2.507383506,2.043306748,53.29071363,952618.1667,2.954594692,100.3184916,10773,1.499589245,58.67162577,1.488993406
65,0,2.505192232,1.973529577,53.70502777,952649,2.978988647,99.95179749,10773,1.510424709,58.76159821,1.502052832
65,0,2.510127227,1.963973204,55.02187538,952691.6667,2.9862837,99.1651268,10773,1.490606904,58.7963047,1.506008387
65,0,2.5130138,2.07595253,56.17019018,952726,2.99820137,98.1782341,10773,1.497490048,58.80390422,1.502839208
65,0,2.499931812,1.847558451,56.7911644,952761.4,2.992826939,97.23431269,10773,1.516234899,58.83130836,1.498348498
65,0,2.498819709,1.908055902,56.46185379,952774.1667,3.003200293,96.58145294,10773,1.514992019,58.61534576,1.50115188
65,0,2.49933815,2.105829934,56.20756785,952799.8333,2.895383835,96.12695185,10773,1.484008352,58.53980954,1.496630053
65,0,2.501333237,2.108450095,55.38349279,952829.3333,2.995178461,95.77247747,10773,1.498352488,58.68073654,1.496398826
65,0,2.495413256,2.027193165,54.27171644,952862.8,2.98030901,95.77763621,10773,1.513388801,58.62050705,1.500501037
65,0,2.494657993,1.871581733,53.74508133,952906.6667,2.985562007,95.97675018,10773,1.503007392,58.55851618,1.502841373
65,0,2.495876908,2.108825008,53.77967644,952948.8333,2.956618388,96.22898992,10773,1.488965273,58.52518781,1.501194636
65,0,2.497318784,1.966323912,53.99425252,952994.4,2.849501292,96.6237704,10773,1.509025431,58.47808266,1.506042647
65,0,2.49879179,2.032140303,54.16531143,953038,2.745481491,97.02699585,10773,1.509009679,58.55322876,1.501834015
65,0,2.500127077,1.990713378,54.34444682,953088.6667,2.708981117,97.53630575,10773,1.484934469,58.68706131,1.498858094
65,0,2.495893002,1.999328494,54.56138102,953133.1667,2.751411716,98.07132467,10773,1.499701877,58.61933581,1.498592337
65,0,2.497326946,1.951907206,54.83187421,953175,2.831350088,98.34996923,10773,1.511165214,58.75519562,1.499720383
65,0,2.496178269,1.999361972,54.96355667,953224.3333,2.811525106,98.55492859,10773,1.508837501,58.77796021,1.501749059
65,0,2.498381257,1.968861818,54.94451459,953266.5,2.762283325,98.74844742,10773,1.489412268,58.796477,1.499858777
65,0,2.497208516,2.022029976,54.93415387,953309.2,2.700034579,98.82785543,10773,1.505075288,58.91302172,1.497936559
65,0,2.496520615,1.995861077,54.95894089,953348.3333,2.667999601,98.90258942,10773,1.513654848,58.85473022,1.504549483
65,0,2.495276133,1.991461714,55.07823817,953396.5,2.694178025,98.834095,10773,1.482362568,58.897796,1.502116938
65,0,2.498379191,2.01077805,54.99273682,953438.3333,2.774268071,98.75678762,10773,1.500419676,58.95551364,1.497707864
65,0,2.497353363,1.961819553,55.16234271,953444.6,2.780475569,98.62653351,10773,1.515746927,58.89305369,1.498767114
65,0,2.500980616,2.105545759,54.98902893,953761,2.660461187,97.70063782,10774,1.512064099,58.90763474,1.512467265
65,0,2.500698884,1.984708667,54.84143639,953802.1667,2.595228712,97.52302551,10774,1.490513186,58.9221433,1.507374942
65,0,2.499576759,2.013111973,54.80000305,953876.4,2.547731638,97.43929672,10774,1.503952956,58.88310623,1.501515913
65,0,2.50251174,2.023500542,54.79111404,953943.6667,2.528979182,97.26762543,10774,1.517980953,59.01229401,1.502085725
65,0,2.50879302,1.98241818,54.83516375,954022.2,2.583220959,97.25465012,10774,1.482848668,59.29654566,1.501152039
65,0,2.502337837,2.041457725,54.99121475,954079.2,2.694822931,97.33436394,10774,1.488624907,59.27003956,1.499276042
69,0,2.479029417,1.965888411,55.03317871,954164.5,2.510873616,97.58566895,10774,1.431214631,59.19458466,1.44737497
70,0,2.498442173,2.009364009,55.00981903,954249.8,2.296808052,97.83750534,10774,1.460787272,58.98204708,1.469945669
70,0,2.488930035,1.969837904,55.0470047,954335.25,2.2222332,97.90061493,10774,1.519872761,58.87990189,1.489610386
70,0,2.60087043,2.095915377,54.92114735,954430.4,2.43527925,97.83423424,10774,1.611002475,58.98266125,1.590076953
70,0,2.486138439,2.01026268,54.96676712,954516.25,2.588811922,97.80202179,10774,1.623703718,59.06432419,1.591929221
70,0,2.494469583,2.075012028,54.83716583,954607.2,2.637929857,97.91486549,10774,1.523664534,59.06325912,1.537851006
70,0,2.509459543,2.005881143,54.76461105,954680.4,2.697033405,98.30828857,10774.4,1.493249655,59.02406921,1.519048762
70,0,2.517684758,2.030331999,54.81496735,954748,2.68609184,98.72590332,10775,1.512429923,59.10066986,1.508296818
70,0,2.498635387,2.003668666,55.03146267,954807.6,2.803814268,99.08697701,10775,1.48504355,59.08912086,1.500150418
70,0,2.504655361,2.060153306,55.12670975,954874.25,2.791976643,99.31773376,10775,1.518148422,59.17582016,1.499740839
70,0,2.494291663,2.027560687,55.34443092,954951.2,2.818565249,99.36576653,10775,1.526904058,59.20372391,1.497287941
70,0,2.495426178,1.957918715,55.32004318,955010.5,2.891752338,99.32248535,10775,1.495759225,59.24755859,1.50030098
70,0,2.515880764,2.0247989,55.15068722,955093.8,2.966811717,99.24373245,10775,1.499986917,59.37378407,1.501371145
70,0,2.498884201,2.048832989,55.09067688,955162.2,2.936431646,99.0259491,10775,1.502481604,59.26809082,1.498076367
70,0,2.497603178,2.050210863,55.01144638,955242.25,2.837577939,98.7478775,10775,1.515993953,59.28533783,1.49678421
70,0,2.496357918,2.023046875,55,955314.6,2.803099632,98.49497986,10775,1.484076595,59.33580303,1.497640824
70,0,2.511292744,2.087132215,54.98222275,955386.75,2.794836378,98.2739975,10775,1.512055367,59.26650925,1.49718672
70,0,2.504073739,1.88063404,55.0296545,955464,2.846172333,97.97801971,10775,1.525299764,59.25323009,1.499085927
70,0,2.493679237,1.901412201,54.87172546,955527.5,2.889619923,97.73512878,10775,1.496983981,59.29355011,1.498445368
70,0,2.510151684,2.041590065,55.00995255,955606,2.999552488,97.64945221,10775,1.49683544,59.25567436,1.501290649
70,0,2.500045061,1.925692725,54.97891617,955680.6,2.988149357,97.53523102,10775,1.491161656,59.18985138,1.499391842
70,0,2.493493199,1.944774002,55.05230255,955767,2.981696725,97.46836853,10775,1.513341546,59.2680809,1.49672091
70,0,2.485046005,2.042339063,55.09979343,955852,2.959728336,97.45536232,10775,1.484781361,59.28898048,1.495155025
70,0,2.498722744,2.069840729,55.061306,955914,2.979941905,97.54159851,10775,1.512997866,59.21295166,1.495703191
71.25,0,2.461073816,1.986465931,54.99716473,955998.4,2.927390671,97.55607224,10775,1.496416283,59.2651844,1.48060379
75,0,2.488013506,2.004867053,54.82572784,956111.4,2.718828535,97.64822083,10775,1.459031463,59.18141556,1.459922791
75,0,2.501082063,2.028337061,54.76556244,956207.25,2.712935925,97.66887207,10775,1.479386777,59.10081177,1.483823448
75,0,2.492125273,2.015844655,54.68640137,956284.2,2.796029949,97.55527496,10775,1.495508504,59.10351276,1.492245865
75,0,2.491336346,1.899182677,54.72337799,956369.5,2.744802654,97.40928192,10775,1.502776623,59.13445358,1.515548229
75,0,2.496793222,2.037045598,54.75951385,956464.8,2.658283091,97.36147118,10775,1.50588131,59.20774651,1.508308363
75,0,2.491253853,1.933827996,54.83800659,956548,2.586127615,97.27561188,10775,1.517908001,59.23698959,1.503679752
75,0,2.514484882,2.030395716,54.99614811,956640.75,2.614735484,97.23947334,10775,1.474526346,59.31721973,1.499769151
75,0,2.51020937,2.046658492,55.04524536,956689.5,2.686233997,97.34740753,10775,1.514906359,59.38810959,1.500689363
75,0,2.495353818,2.075314105,55.24506454,956758.2,2.710315824,97.44801483,10775,1.493706644,59.43054504,1.498028576
75,0,2.509361029,2.063347602,55.27539253,956838.2,2.779836893,97.55186081,10775,1.495231128,59.49951935,1.500739217
75,0,2.505229354,1.928825527,55.37631683,956898,2.79672575,97.74139557,10775,1.472580701,59.56786957,1.500708997
75,0,2.506009483,1.99163332,55.25231361,956970.4,2.762950993,97.88666344,10775,1.509186745,59.61088467,1.501300025
75,0,2.503726912,2.011239314,55.22680511,957038.6,2.730646324,98.02627563,10775,1.516211891,59.67772369,1.5012362
75,0,2.494247556,2.010719687,55.10959625,957123.25,2.766684294,98.20603371,10775,1.474196821,59.69528389,1.498723686
75,0,2.496542692,2.086914873,55.1000061,957194.2,2.69764123,98.26710052,10775,1.513403606,59.76647568,1.500639558
75,0,2.49164474,1.981274813,55.05856552,957276.75,2.66710335,98.37150116,10775,1.515550941,59.83774261,1.504244
75,0,2.491827869,2.034886599,54.86724186,957371.8,2.602598381,98.42083931,10775,1.491001296,59.83069897,1.497259545
75,0,2.493621707,1.997377276,54.6879097,957463.25,2.49205929,98.45424347,10775,1.470186353,59.88656845,1.498892635
75,0,2.49567275,2.052019358,54.62060356,957567.4,2.480082083,98.40352821,10775,1.498529792,59.93313789,1.498993158
75,0,2.509166098,1.973891544,54.60750809,957656.4,2.560329819,98.36767426,10775,1.515713263,59.93822556,1.497583842
75,0,2.491978288,1.951283306,54.72733116,957746.5,2.530612111,98.36475182,10775,1.485978097,60.00524807,1.497885197
75,0,2.507536983,2.038498902,54.91600952,957826,2.383964157,98.24345245,10775,1.518887281,60.07718353,1.49717865
75,0,2.494040787,2.034185886,55.04659424,957913.5,2.326562345,98.145504,10775,1.498715609,60.04491234,1.504101336
75,0,2.485614395,1.991764545,55.07905197,958018.4,2.29093523,98.05409698,10775,1.500423551,60.14985428,1.500379133
75,0,2.500370085,2.079815358,55.1557703,958094,2.279250026,97.96360779,10775,1.469864815,60.18018913,1.500683904
75,0,2.49986434,1.97285285,55.07444763,958183.4,2.30985136,97.85640259,10775,1.499674559,60.19398651,1.50062201
75,0,2.502765465,1.948188615,55.08526382,958270.8,2.375636005,97.76580505,10775,1.511541152,60.1653595,1.500554228
75,0,2.507071972,1.953694075,55.08282948,958363.5,2.416202188,97.71742249,10775,1.490759969,60.18558502,1.496769756
75,0,2.496423817,1.955840206,55.07919159,958424.75,2.48939743,97.66475525,10775,1.519578218,60.22524567,1.502014542
75,0,2.507035792,1.994084358,55.07753944,958492.6,2.586651862,97.73712349,10775,1.470518887,60.23220348,1.497035265
75,0,2.50626564,2.001326609,55.04029312,958583.2,2.516192865,97.7496109,10775,1.502260804,60.32257462,1.498903632
78,0,2.474090457,2.009578168,55.09197617,958651.5,2.425514579,97.83572769,10775,1.424927056,60.48277664,1.463835806
80,0,2.498479939,1.988459206,55.08511887,958770.4,2.364688969,97.96951447,10775,1.472015858,60.20476837,1.467996669
80,0,2.494355583,1.983442855,55.0338707,958855,2.302498722,97.8466507,10775,1.468887329,60.10238342,1.492347097
80,0,2.497094452,2.040491611,55.00000095,958956.4,2.347077429,97.72756958,10775,1.508516836,60.04219246,1.497271895
80,0,2.518110132,2.05166778,54.83295822,959032.75,2.477825546,97.48858032,10775,1.470641524,60.20682068,1.500658244
80,0,2.49987179,2.022434449,54.91811466,959112.6,2.454917848,97.32593918,10775,1.502253795,60.26081181,1.502052903
80,0,2.516320276,2.024050236,54.99906006,959194,2.591131401,97.312883,10775,1.520260096,60.20537109,1.501897454
80,0,2.508307457,1.943768829,55.01542854,959236.5,2.67903626,97.40264511,10775,1.50540486,60.19232655,1.503121912
80,0,2.500634003,1.970691919,55.0753746,959313,2.713195562,97.43257599,10775,1.518402886,60.21057892,1.499805713
64.4533493,0,2.533659363,2.013865739,55.22695847,959367,2.788818121,97.58906403,10775,1.907151878,60.27023621,1.683681846
55.73335743,0,2.445699632,1.991477656,55.46193027,959382,2.806025934,97.85800552,10775,2.090492153,60.31850243,1.557116961
12.70934334,1,0.631293893,0.447584927,55.442173,959413.25,0.741185129,98.7004715,10775,0.301973581,60.95040359,0.393010229
0,1,0,0,56.1090498,959418,0,99.88750076,10775,0,60.96443844,0
0,1,0,0,57.86628876,959418,0,100.5795761,10775,0,60.84612656,0
0,1,0,0,58.22341728,959418,0,100.6885929,10775,0,60.96144962,0
6.938664818,1,0.370038033,-2.45E-07,57.99862518,959418,0.490252352,100.7534683,10775,0.133910406,61.17602234,0.783724308
62.43197632,0,2.293195307,1.71641022,57.03977127,959454.75,2.380570918,100.7422211,10775,1.627261162,61.16272278,1.582439065
80,0,2.492427015,1.983874583,55.0980835,959607.6,2.802321339,100.5390968,10775.8,1.421996617,60.62946892,1.364283848
80,0,2.499287963,2.028634518,53.72153244,959753,2.933020651,100.2002777,10776.25,1.485500693,59.41215591,1.457093298
80,0,2.501053143,1.990819836,52.71460152,959841,2.78981843,99.41161919,10777,1.495447946,59.43877983,1.484948325
80,0,2.48926053,2.00104084,52.23057327,959941,2.548211241,98.36950989,10778,1.519721866,59.53375473,1.49488821
80,0,2.526115,2.046748519,52.61522484,960010.4,2.525717556,96.94258881,10778.6,1.485792494,59.56320381,1.499057293
80,0,2.505950975,2.051107407,54.02760162,960090.6,2.587446117,95.66074066,10779.4,1.520955253,59.41385498,1.501775289
80,0,2.50131464,2.025347292,55.55925083,960161,2.585404456,94.68175888,10780,1.465605438,59.31889439,1.502811521
80,0,2.493544245,2.059993482,56.62951202,960249.6,2.493037653,93.84040527,10781,1.499688649,59.26613464,1.5029603
80,0,2.495066345,1.979232311,56.76240082,960370.5,2.333606362,93.4322937,10781.75,1.461503774,59.14476471,1.501545191
80,0,2.496714973,2.01108675,56.18528843,960456.2,2.258365583,93.44867516,10782,1.49972477,58.97143078,1.505793834
80,0,2.502134418,1.968143868,55.07351303,960565.2,2.313453245,94.35435638,10782,1.518874311,58.99628983,1.501620793
80,0,2.500345945,1.981152624,54.29464245,960636.75,2.331415176,94.63158417,10782,1.467668712,59.05658245,1.494760782
80,0,2.493729782,1.99511044,54.15468369,960728.2,2.316014862,95.28341522,10782,1.525305033,59.07356339,1.49550612
80,0,2.504803896,2.045284063,54.24818611,960817.25,2.362753093,95.89312172,10782,1.465634197,59.17483616,1.496695638
80,0,2.498516893,1.950893068,54.39834366,960908.2,2.317592764,96.46071777,10782,1.507788348,59.26507645,1.499149585
80,0,2.504890203,2.00673613,54.53499222,961012.75,2.30589962,97.00099182,10782,1.453381032,59.26144638,1.500241548
80,0,2.495690727,1.983397365,54.65695095,961092,2.274520922,97.44138908,10782,1.513574505,59.39607525,1.504332423
80,0,2.492838919,1.958759159,54.74502792,961194.75,2.228494227,97.71281433,10782,1.514169157,59.59230957,1.500996798
80,0,2.502718592,2.015076661,54.79586124,961277.8,2.152119064,97.95715141,10782,1.495588827,59.66000175,1.50464921
80,0,2.504647541,2.012050009,54.79998474,961375.4,2.170203447,98.15039825,10782,1.520078564,59.83928909,1.4974859
80,0,2.495583415,2.004999042,54.84526539,961456.25,2.243596733,98.32779503,10782,1.456194401,59.96869278,1.499116391
80,0,2.504567432,1.974449658,54.97307053,961532.8,2.423960114,98.3755661,10782,1.511204624,60.05747147,1.500772142
80,0,2.497327328,2.042276144,55.05772247,961594.75,2.566225827,98.48890076,10782,1.457900047,60.16710587,1.506887108
80,0,2.500541592,2.057427049,55.22198486,961665.2,2.556628656,98.49905777,10782,1.512427068,60.21686268,1.50253365
80,0,2.511597276,1.912432849,55.34770966,961756,2.654163539,98.55064087,10782,1.5200257,60.30483932,1.503651589
80,0,2.503247309,2.037629271,55.22296333,961827.8,2.633676434,98.39484215,10782,1.490903592,60.31652164,1.498115826
80,0,2.501530027,1.997193623,55.16848907,961911.8,2.601738501,98.35868835,10782,1.516425061,60.34679642,1.497137785
80,0,2.503270864,2.04817754,55.00615597,961987.25,2.598678648,98.32421875,10782,1.475832015,60.51273727,1.503105938
80,0,2.498246145,2.040340114,54.96471863,962062.2,2.610091972,98.23071899,10782,1.520433712,60.57459717,1.501071382
80,0,2.494251728,2.001723737,54.92791977,962165.5,2.645007014,98.14057312,10782,1.466808647,60.54198608,1.501072615
80,0,2.503562593,2.022956491,54.92934036,962246.2,2.671971369,98.11277008,10782,1.51439786,60.56896591,1.499581647
80,0,2.498698652,2.004554212,54.76048584,962331.25,2.714304328,98.01623535,10782,1.510866553,60.60072632,1.503877729
80,0,2.505202103,2.043884826,54.76639462,962408.2,2.595122051,97.9817791,10782,1.4992414,60.60833645,1.502437639
80,0,2.497545433,2.04184401,54.93682251,962500.2,2.451533747,97.98508911,10782,1.516453862,60.6724144,1.503155088
80,0,2.502888501,2.005101591,55.01481533,962595,2.486380935,97.96482468,10782,1.482271075,60.71335125,1.497549355
80,0,2.494267082,2.030624795,55.01813126,962656.5,2.449477625,97.98575134,10782,1.523842883,60.71799469,1.502897692
80,0,2.492526054,1.9255476,55.01658478,962756.2,2.260989547,97.96877594,10782,1.478506625,60.71425934,1.498064727
80,0,2.496818781,1.984444213,55.01520634,962856.4,2.083589315,97.92917061,10782,1.50986557,60.66417503,1.499680543
80,0,2.502667069,1.894981205,54.95998535,962948.25,2.067856967,97.9451416,10782,1.459745079,60.69624939,1.499562472
80,0,2.50276475,1.978682852,54.83954716,963024.4,2.082554531,97.95795822,10782,1.497006893,60.68472576,1.500693202
80,0,2.500275517,1.931073737,54.78071594,963104.75,2.090803909,97.93622589,10782,1.522402,60.71388626,1.504131556
80,0,2.499526381,1.963145196,54.90256786,963200.8,2.064270675,97.93215752,10782,1.491338879,60.62626839,1.501835197
80,0,2.499959612,1.910526443,54.97827072,963285,2.074504471,97.96427002,10782,1.521361589,60.74410553,1.499604315
80,0,2.50741905,2.00454694,55.01261711,963386.6,2.109210551,97.95607376,10782,1.484034562,60.74408722,1.501882648
80,0,2.497216463,1.9566787,55.06222305,963477,2.129784203,97.94260101,10782,1.510615563,60.73518677,1.500179195
80,0,2.500412524,2.113154292,55.00997467,963574.25,2.117675602,97.98336639,10782,1.472981095,60.72601604,1.500709504
80,0,2.504838228,2.060358596,54.88540649,963658.8,2.134579086,97.96835136,10782,1.521506596,60.68876648,1.495441079
80,0,2.513502181,2.055416524,55.03114929,963723.25,2.232866764,97.99098969,10782,1.513336658,60.65926666,1.498663008
80,0,2.496546268,1.947749424,55.12291622,963813,2.269859552,98.06495476,10782,1.495335913,60.59879112,1.50162313
80,0,2.497864485,1.98960433,55.30902405,963886.5,2.342663097,98.05127716,10782,1.484280914,60.68097839,1.505426943
